GISJOIN,white_pct,black_pct,hispanic_pct
G0400030001100,46.74,0.06,49.87
G0400130105103,89.64,0.11,8.52
G0400130422513,70.47,4.05,19.12
G0400130104203,61.67,2.36,31.93
G0400130093101,16.49,5.48,74.45
G0400130115700,6.86,9.48,82.12
G0400130420604,76.19,0.19,17.77
G0400130217002,77.35,2.21,13.8
G0400130113100,62.45,7.84,16.8
G0400130107202,21.82,3.02,67.55
G0400130071801,92.2,1.51,4.29
G0400150953200,93.79,0.0,2.71
G0400130092709,56.83,5.21,33.97
G0400130941300,19.16,0.02,13.07
G0400130112100,9.72,1.71,87.1
G0400130105602,34.22,11.11,51.67
G0400130216829,85.14,6.76,5.92
G0400130104215,74.09,3.28,11.54
G0400130082002,27.11,8.78,61.48
G0400130115802,6.15,8.46,84.04
G0400130421501,41.14,3.69,52.66
G0400130522901,58.54,7.17,19.27
G0400130113201,16.53,3.55,65.15
G0400130050603,65.92,0.24,31.03
G0400130111401,20.4,2.66,69.79
G0400130071510,70.94,2.93,20.14
G0400130092710,36.36,3.55,52.32
G0400130103608,50.27,5.86,24.45
G0400130218200,56.08,7.19,26.36
G0400130420206,93.65,0.24,4.22
G0400130421502,38.63,10.87,47.08
G0400130107101,14.2,5.34,78.01
G0400130071512,69.81,0.71,23.13
G0400130104226,73.77,2.76,15.07
G0400130112302,15.04,11.38,70.8
G0400130114301,31.3,7.83,58.14
G0400130216821,93.87,0.0,4.24
G0400130216901,77.05,2.99,3.07
G0400130318501,68.45,2.93,11.98
G0400130320002,4.26,0.0,75.12
G0400130421400,69.34,6.31,19.8
G0400130422217,64.73,2.06,28.99
G0400130422610,93.64,0.03,3.3
G0400130941000,1.15,1.81,10.74
G0400230966107,14.36,0.0,85.64
G0400230966106,16.66,0.0,83.34
G0400230966109,33.18,0.0,65.14
G0400190004650,88.78,0.0,8.43
G0400190004728,85.52,5.19,6.45
G0400190004729,76.22,9.16,3.09
G0400030000800,10.69,2.65,85.31
G0400210941402,15.29,1.33,57.37
G0400210002107,69.76,0.02,22.51
G0400210000217,65.42,5.99,26.57
G0400210001714,35.02,2.46,56.46
G0400210002005,28.18,12.0,47.28
G0400210001309,47.39,0.24,48.52
G0400210001307,56.06,2.28,30.45
G0400210000804,68.82,0.19,29.34
G0400210001310,52.9,1.77,42.39
G0400210000903,28.03,8.96,50.38
G0400210002004,8.14,5.38,78.4
G0400210000805,69.65,0.35,19.0
G0400210000321,73.7,0.0,26.3
G0400210001712,54.97,5.01,33.4
G0400210001715,52.52,4.65,34.91
G0400210941401,49.56,0.06,28.74
G0400210002106,57.39,1.23,40.5
G0400210000806,64.65,9.65,22.49
G0400210000229,77.98,4.02,14.49
G0400210000325,81.76,0.0,13.31
G0400210001717,93.98,0.0,0.79
G0400210000807,30.86,13.38,47.15
G0400210000216,73.87,5.32,15.8
G0400210001716,44.0,4.18,32.99
G0400210000808,33.61,15.25,43.03
G0400210000324,80.85,7.46,10.88
G0400210000904,41.39,6.07,48.36
G0400210000323,86.56,0.0,12.54
G0400210000223,46.82,10.84,31.78
G0400210000224,54.45,3.21,32.36
G0400210000218,57.42,0.56,36.47
G0400210001308,33.28,0.0,36.4
G0400210000222,53.75,3.67,35.5
G0400210000221,63.63,1.93,29.89
G0400210000320,69.42,0.0,27.36
G0400210000225,51.28,1.32,38.87
G0400210000226,69.16,1.29,18.43
G0400210002105,44.06,0.87,45.08
G0400210002104,66.83,0.03,32.38
G0400210000322,64.63,2.5,26.26
G0400210001713,38.51,17.34,29.55
G0400210000219,48.59,0.0,38.02
G0400210000220,79.65,3.83,6.3
G0400210000228,78.27,2.36,2.31
G0400210000227,70.95,2.09,23.16
G0400230966111,12.82,0.0,86.48
G0400230966110,6.7,0.0,93.3
G0400230966108,6.87,0.0,92.63
G0400130104206,45.89,3.89,40.6
G0400130104212,59.92,3.96,24.81
G0400130104214,76.82,0.0,15.09
G0400130104217,64.43,2.44,24.25
G0400210000309,82.35,0.0,9.48
G0400210001704,48.55,15.3,25.32
G0400210001707,30.87,42.66,19.46
G0400210001706,51.14,11.12,24.15
G0400150950707,81.73,0.0,12.16
G0400150952006,78.31,3.74,16.03
G0400150952801,89.99,0.0,5.35
G0400150951403,78.59,0.0,16.86
G0400150953002,91.11,0.88,6.09
G0400270011505,1.83,0.0,98.17
G0400270011408,0.53,0.0,99.47
G0400270011601,0.0,0.0,100.0
G0400270000910,17.96,0.07,77.1
G0400270010915,48.73,0.0,50.29
G0400270010916,56.41,0.0,27.47
G0400130217600,71.32,1.29,18.8
G0400130217800,81.25,1.5,9.63
G0400130217900,75.01,0.07,15.51
G0400130218000,66.92,2.97,23.74
G0400130218300,76.09,5.83,14.16
G0400190002603,25.18,8.97,52.23
G0400190004642,88.28,0.0,8.8
G0400190940900,21.96,0.76,35.12
G0400190000100,61.36,2.82,27.98
G0400190000200,31.19,0.66,54.73
G0400210941200,2.74,0.41,7.95
G0400130116619,31.65,20.38,44.75
G0400120020602,71.96,0.0,23.86
G0400120940200,24.04,3.62,54.0
G0400120940300,18.21,0.0,39.61
G0400130610400,81.6,1.14,7.28
G0400090940500,0.15,0.0,8.79
G0400090961300,59.1,1.5,37.93
G0400090961700,40.03,3.57,53.0
G0400090961600,46.25,7.06,38.39
G0400090961100,71.62,0.0,25.07
G0400090961500,67.8,0.27,28.98
G0400090961400,43.0,3.22,52.83
G0400270011122,67.38,6.57,23.01
G0400270011120,68.6,0.0,29.86
G0400270011124,79.81,0.0,19.71
G0400270011407,0.0,0.0,100.0
G0400270011123,73.69,0.0,23.62
G0400270011203,40.36,0.0,56.87
G0400270011801,36.09,9.57,51.77
G0400190004726,72.61,0.99,13.46
G0400190005200,51.93,0.11,40.76
G0400190004330,94.58,1.85,3.57
G0400190004324,97.51,0.38,1.15
G0400190004425,83.76,0.47,15.51
G0400210001100,34.07,9.01,47.15
G0400210000201,87.38,0.71,5.42
G0400210000700,39.72,0.03,54.12
G0400210001200,59.55,2.6,29.76
G0400150953100,73.59,1.94,18.94
G0400130093104,15.94,17.17,60.17
G0400130103205,89.24,0.67,5.7
G0400130103206,82.64,0.28,11.59
G0400130104501,30.43,7.74,49.18
G0400130104502,26.68,6.03,64.37
G0400130105002,77.0,0.33,15.95
G0400270011125,90.7,0.0,7.81
G0400270011121,40.4,0.98,48.06
G0400270000909,11.54,0.4,85.33
G0400270011802,7.3,0.0,89.83
G0400190004062,65.29,7.21,25.47
G0400190004114,17.33,0.47,81.63
G0400190004327,55.24,1.46,41.95
G0400190004423,66.02,0.0,32.8
G0400210001900,26.48,10.17,51.16
G0400210001000,31.56,4.9,56.04
G0400070000200,87.45,0.0,10.03
G0400070001200,60.57,1.32,32.46
G0400070000100,95.61,0.0,1.68
G0400070000500,86.54,0.12,8.63
G0400070000800,53.51,0.65,38.01
G0400070000600,90.87,0.15,2.43
G0400070000700,98.11,0.9,1.0
G0400070000400,91.63,0.02,6.77
G0400070001000,60.28,2.68,31.91
G0400070001300,26.32,0.0,71.48
G0400070001100,45.26,0.0,47.08
G0400070940200,0.85,0.0,1.71
G0400130107900,82.99,2.06,6.76
G0400130108000,87.89,0.1,5.68
G0400130116721,72.61,4.52,12.28
G0400130116725,58.49,6.73,20.09
G0400130116727,70.55,3.03,12.53
G0400270011204,67.22,0.04,29.18
G0400270011119,73.05,1.35,17.35
G0400270011118,89.25,0.0,10.38
G0400270011117,33.92,2.74,56.45
G0400190004431,63.85,8.12,24.49
G0400190004641,70.83,3.04,21.14
G0400130103611,77.77,1.77,14.12
G0400130103612,76.9,10.47,7.59
G0400130103614,76.42,5.57,12.59
G0400070000301,76.66,1.73,11.53
G0400090961202,67.48,0.07,29.75
G0400130116621,39.01,20.13,29.35
G0400130116620,29.94,22.37,41.89
G0400130116618,25.87,18.71,51.4
G0400130113301,12.5,20.17,63.98
G0400130113204,29.43,1.68,62.61
G0400130113503,16.77,7.25,70.81
G0400130422659,79.79,0.0,18.01
G0400130116728,59.2,3.01,8.34
G0400130420202,77.54,1.56,15.5
G0400130420207,86.94,0.69,9.96
G0400130420208,65.99,3.8,21.5
G0400130420209,87.71,1.66,7.38
G0400030000101,45.15,0.0,53.16
G0400030000102,87.77,0.27,10.44
G0400030000305,65.36,1.44,20.95
G0400030000501,67.06,0.88,23.63
G0400270011602,0.33,0.0,99.67
G0400130103210,68.0,6.85,17.56
G0400130103211,82.07,2.85,10.06
G0400130103212,84.55,0.85,8.24
G0400130103214,81.4,3.32,4.94
G0400130103215,73.17,0.46,15.31
G0400130105101,81.86,2.07,8.6
G0400130103615,32.41,14.78,49.97
G0400130103900,60.18,6.28,25.23
G0400130103609,40.68,19.27,26.83
G0400130104100,48.86,2.69,34.15
G0400130093105,19.05,9.98,67.82
G0400130040516,79.38,1.63,17.21
G0400130050609,45.07,4.66,42.3
G0400130061401,13.32,8.2,75.81
G0400130422660,68.6,4.32,17.66
G0400150953602,72.46,3.71,14.93
G0400150950401,75.01,0.0,24.99
G0400150952001,73.12,0.42,14.48
G0400150952003,62.1,1.01,31.0
G0400030000304,90.52,0.0,7.61
G0400030001301,76.89,0.67,19.03
G0400030000502,75.33,0.0,12.94
G0400130105200,53.96,3.96,27.61
G0400130105300,56.13,0.04,41.85
G0400130108100,82.44,0.0,15.69
G0400130110001,5.88,4.07,88.59
G0400130112301,4.54,7.23,85.96
G0400130112402,3.99,4.13,90.26
G0400130061100,51.51,15.98,21.35
G0400130061200,18.7,6.29,71.77
G0400130040528,92.93,1.75,3.98
G0400130050604,61.67,0.03,35.59
G0400130061014,35.64,10.38,43.83
G0400130061029,70.56,3.37,23.08
G0400130061036,63.68,10.17,16.62
G0400130082017,13.85,20.31,56.87
G0400130082205,12.86,17.37,63.47
G0400130104401,47.4,4.9,37.43
G0400130105503,31.78,17.33,28.28
G0400130109702,22.35,1.61,76.04
G0400130109801,5.23,7.38,86.05
G0400150940501,80.46,0.24,16.98
G0400150951401,82.93,2.68,12.26
G0400150950705,84.98,0.0,13.49
G0400030001302,65.7,6.66,19.91
G0400130040506,97.62,0.54,0.27
G0400130040507,94.99,0.75,1.51
G0400130082010,13.82,18.6,64.56
G0400130103207,82.28,0.67,9.81
G0400130061300,29.02,3.36,65.18
G0400130071503,92.05,0.33,5.11
G0400130104600,49.08,5.61,37.05
G0400190002202,10.46,3.98,73.88
G0400190004723,77.02,0.71,11.7
G0400190001303,26.48,2.36,63.79
G0400190004069,50.29,6.12,36.03
G0400130109704,13.48,0.7,85.82
G0400130109705,12.79,5.68,79.47
G0400130109900,11.55,1.3,86.47
G0400130106801,20.03,13.08,50.15
G0400130109101,18.84,2.61,76.41
G0400130216836,80.88,0.0,9.93
G0400130420213,95.77,0.0,2.28
G0400130421002,46.16,16.12,33.18
G0400130010102,93.01,0.67,1.12
G0400130030402,90.91,0.0,4.04
G0400130106001,25.69,14.34,56.53
G0400130108302,59.94,1.21,29.05
G0400130040515,78.61,0.23,18.53
G0400150951501,78.13,1.3,18.67
G0400150953800,71.82,4.71,19.04
G0400130420602,70.07,1.82,22.27
G0400130420603,72.08,7.27,8.37
G0400010970502,63.85,0.0,18.72
G0400010970501,78.18,0.13,18.51
G0400010945002,2.02,0.25,1.13
G0400010945001,1.79,0.59,3.79
G0400130421201,58.68,1.01,25.02
G0400130103208,86.63,2.63,5.35
G0400130103209,88.3,0.08,3.12
G0400130116729,71.59,6.16,14.35
G0400130318800,48.78,17.03,16.89
G0400130319101,39.97,13.48,16.21
G0400130318900,55.99,7.19,22.07
G0400130319403,67.57,5.13,17.0
G0400190004070,59.85,9.53,27.66
G0400190001304,35.2,3.96,50.95
G0400130216813,82.01,1.22,4.97
G0400130216816,88.89,3.1,3.15
G0400130216826,86.93,0.15,6.4
G0400130216902,81.44,2.39,9.11
G0400130217001,88.19,1.12,4.86
G0400130217101,74.53,1.72,16.49
G0400130420110,82.47,0.54,12.97
G0400130082018,12.57,5.95,77.12
G0400130616500,70.15,2.73,18.62
G0400130618000,72.36,1.95,14.79
G0400130618700,52.67,0.95,42.98
G0400130810200,59.65,3.83,13.71
G0400130810700,59.25,7.81,18.14
G0400130116730,66.65,1.64,12.74
G0400130420704,79.56,3.76,14.02
G0400130420705,87.13,1.15,7.33
G0400130420706,79.68,1.9,11.03
G0400130420800,65.19,4.13,25.2
G0400130422609,67.68,3.54,17.09
G0400130422307,54.98,7.03,26.72
G0400130422308,58.56,4.84,28.14
G0400130422309,65.86,5.18,12.58
G0400130422401,56.5,1.95,28.59
G0400130422402,55.4,5.67,31.87
G0400190004081,74.71,3.57,17.75
G0400190000502,56.88,7.07,21.53
G0400190004080,92.58,0.0,6.21
G0400190004122,8.81,6.48,78.29
G0400130071504,97.56,1.28,0.37
G0400190004072,56.44,9.91,28.93
G0400190004071,64.36,5.58,25.34
G0400130071505,86.81,1.68,7.89
G0400120020101,50.7,3.5,42.72
G0400120020503,93.43,0.0,6.57
G0400120020102,95.85,0.0,1.08
G0400130111203,26.39,36.65,25.55
G0400130116733,100.0,0.0,0.0
G0400130817200,70.94,4.06,24.0
G0400130616300,84.05,2.62,8.13
G0400130723306,39.96,9.5,41.86
G0400130422403,65.6,1.76,24.37
G0400130422304,47.8,9.71,24.53
G0400130422305,81.63,3.02,6.75
G0400130422404,75.42,2.1,18.6
G0400130422503,49.11,1.58,39.96
G0400130422504,71.22,1.19,18.52
G0400130422506,74.89,4.01,14.85
G0400130422507,76.4,2.14,11.2
G0400130422508,73.17,2.37,23.79
G0400130422509,76.71,0.3,13.48
G0400190004648,49.75,0.6,43.45
G0400190004078,67.22,6.2,23.7
G0400190004076,40.91,5.46,38.14
G0400130111204,44.86,19.48,25.5
G0400130111300,40.59,6.54,45.57
G0400130111402,44.41,2.0,50.3
G0400130980700,0.0,0.0,0.0
G0400130217102,85.27,1.47,8.77
G0400130217201,89.64,2.22,4.61
G0400190001801,55.52,9.18,25.19
G0400190001802,61.4,1.05,30.64
G0400190002703,57.71,3.95,25.86
G0400130817600,70.47,2.48,16.11
G0400130723305,18.18,3.23,61.45
G0400130610100,85.12,0.0,6.44
G0400130422510,75.34,3.89,17.24
G0400130422511,77.34,0.26,15.27
G0400130422512,62.29,17.75,13.07
G0400130422514,62.98,8.15,23.19
G0400230966302,5.39,2.13,83.65
G0400230966301,2.38,0.0,97.62
G0400190004126,67.92,5.38,21.86
G0400190003601,50.91,6.31,18.6
G0400190003202,51.99,17.06,22.97
G0400190003104,61.25,16.5,16.81
G0400190000401,64.82,0.0,30.84
G0400190941100,3.74,0.23,8.43
G0400190980100,12.86,6.43,71.07
G0400130319404,78.71,3.42,12.89
G0400190002905,64.3,7.59,23.36
G0400250001300,55.35,0.0,44.65
G0400250000802,80.68,1.09,13.54
G0400190004720,75.8,2.19,13.63
G0400130610500,86.27,0.0,10.54
G0400130610600,79.37,3.57,11.9
G0400230966103,2.09,0.0,97.8
G0400130940700,7.0,0.0,0.0
G0400130422607,85.71,4.83,8.19
G0400130422001,12.66,1.83,81.55
G0400130422002,20.32,2.88,71.32
G0400130319500,61.4,6.44,20.57
G0400130420210,69.94,0.58,23.3
G0400130420211,80.77,2.38,9.4
G0400190000402,59.66,8.51,17.84
G0400190004132,45.85,5.94,36.98
G0400190004127,62.38,1.33,22.03
G0400190004075,58.97,2.15,17.0
G0400190004077,68.01,2.39,26.49
G0400190004434,64.71,1.58,33.07
G0400190004724,74.35,0.95,10.87
G0400190941000,1.94,0.35,34.64
G0400190004619,69.3,1.0,20.53
G0400190004715,63.73,0.65,33.8
G0400130216843,95.41,0.0,1.73
G0400130610800,78.61,2.84,10.13
G0400130216849,87.42,2.78,3.6
G0400130111900,71.58,1.3,21.25
G0400130422615,69.53,3.69,21.1
G0400130422617,77.49,1.86,17.19
G0400130422618,93.87,0.27,2.08
G0400130523002,31.49,6.49,58.49
G0400130523005,64.09,1.57,21.66
G0400050001301,77.0,0.04,10.94
G0400050001302,64.88,0.13,16.06
G0400190980300,0.0,0.0,0.0
G0400190003506,19.81,7.06,63.83
G0400190003505,38.56,8.29,43.38
G0400190004730,89.57,0.0,3.51
G0400190004039,74.94,2.44,16.19
G0400190004052,85.93,0.17,9.66
G0400190004026,80.06,2.37,12.18
G0400190004033,46.04,4.06,46.59
G0400190004061,80.79,1.06,12.94
G0400190004109,78.72,0.31,18.41
G0400190004311,21.67,0.86,72.87
G0400130613100,82.78,0.0,5.53
G0400130420113,62.91,12.84,22.11
G0400130617100,78.36,2.3,6.8
G0400130723304,54.93,1.47,39.98
G0400130723307,67.82,5.42,17.24
G0400130813600,79.04,0.52,8.77
G0400130422634,63.67,0.95,31.91
G0400050001101,68.7,0.76,21.07
G0400190004068,77.43,1.29,15.58
G0400120020505,63.63,0.0,32.53
G0400120020504,98.12,0.0,1.88
G0400150952701,42.32,0.0,55.63
G0400190004336,54.62,5.03,36.2
G0400190004128,52.2,1.63,45.3
G0400190003103,57.78,1.58,34.72
G0400190003201,69.33,2.14,21.29
G0400190004082,66.18,0.45,16.42
G0400190004328,97.37,0.0,0.44
G0400190004633,76.92,0.56,20.2
G0400130815800,70.54,4.66,16.16
G0400130816600,62.79,0.72,23.33
G0400130522903,28.52,10.77,53.05
G0400130614700,65.12,6.55,18.64
G0400130614800,73.3,0.24,19.69
G0400130615400,95.33,0.0,4.17
G0400130111800,72.63,2.02,13.95
G0400130112201,7.49,0.28,90.22
G0400130112202,18.62,7.68,70.4
G0400130116203,23.05,15.77,41.64
G0400150951702,59.12,0.0,37.09
G0400150951701,54.27,0.0,43.08
G0400190004333,19.8,1.35,75.17
G0400190004511,38.55,3.84,48.47
G0400190004725,60.28,1.3,28.78
G0400190004130,96.56,0.0,2.59
G0400190004133,97.48,0.0,0.0
G0400190004131,31.07,14.82,45.26
G0400190980200,28.06,16.13,46.88
G0400190004433,48.38,3.85,44.37
G0400190004639,53.12,4.39,33.53
G0400190004713,77.65,0.21,7.79
G0400190004721,75.72,1.63,13.71
G0400190940800,2.35,0.0,2.27
G0400130116204,22.48,8.95,66.71
G0400130116205,27.28,10.88,52.9
G0400130116300,9.6,26.96,58.67
G0400130116400,10.49,6.18,78.99
G0400130116703,26.72,12.81,55.5
G0400130318400,43.59,2.58,43.43
G0400130318700,58.51,9.97,14.29
G0400130104204,58.7,1.62,29.54
G0400130104205,36.41,5.21,35.02
G0400150953901,76.45,1.57,18.56
G0400150955001,81.95,0.0,7.97
G0400150953405,81.46,0.12,15.55
G0400150952007,80.03,0.0,10.41
G0400190002507,15.57,3.34,78.56
G0400130420212,75.43,1.99,11.34
G0400130420301,78.46,3.16,7.37
G0400130420302,86.76,4.31,4.09
G0400130420303,64.73,0.0,32.27
G0400130420304,83.15,1.78,6.18
G0400270011116,69.2,0.26,25.12
G0400270011506,0.85,0.0,99.15
G0400130050619,54.56,1.59,39.92
G0400130050612,31.0,8.9,55.79
G0400130422227,73.12,0.73,21.49
G0400130815602,70.82,4.43,13.92
G0400130816301,93.49,1.2,2.43
G0400130319002,68.51,4.12,15.94
G0400130812802,56.41,7.82,12.34
G0400130812801,36.8,4.87,19.54
G0400190004079,72.28,2.25,9.98
G0400190004727,95.37,0.5,2.95
G0400190000501,55.95,5.83,20.19
G0400190004339,24.55,2.88,65.3
G0400190004515,28.83,0.0,55.37
G0400190004514,32.58,2.07,57.04
G0400130980100,0.0,0.0,0.0
G0400130093001,22.27,8.37,60.93
G0400130611300,75.25,2.21,14.43
G0400130092717,15.54,21.06,51.86
G0400130040534,98.17,0.43,0.47
G0400130061051,32.76,1.8,58.4
G0400130216856,94.6,0.0,5.4
G0400130082213,15.3,4.33,71.46
G0400130216857,87.51,0.0,5.03
G0400130107401,63.96,3.35,21.95
G0400130107402,23.83,7.0,58.38
G0400130815902,72.87,0.27,9.34
G0400130815901,70.5,5.88,6.55
G0400130610301,74.58,0.59,13.18
G0400130319801,43.53,16.98,23.54
G0400130319802,43.09,24.47,21.95
G0400130816501,81.0,2.08,7.37
G0400130816402,82.85,0.0,10.7
G0400130816401,62.23,0.28,27.83
G0400130112519,6.62,0.0,91.79
G0400190004435,41.68,5.09,50.26
G0400190004335,60.05,1.76,31.06
G0400190004432,25.42,3.88,63.48
G0400190002508,11.6,1.08,84.76
G0400190004340,18.68,2.57,76.04
G0400130117100,54.48,2.57,35.23
G0400130117300,6.14,0.93,87.18
G0400130811800,65.11,0.47,2.85
G0400130116607,11.21,18.59,60.64
G0400130116610,25.98,19.78,42.03
G0400130116611,33.96,13.59,45.35
G0400130116612,23.68,29.72,41.69
G0400130422642,76.71,4.36,12.56
G0400130040533,61.73,4.03,25.97
G0400130040535,69.15,5.75,17.1
G0400130114705,35.57,20.1,32.89
G0400130114704,14.41,5.28,74.08
G0400130216858,0.0,0.0,0.0
G0400130216859,80.04,0.0,9.64
G0400130216860,67.77,4.82,6.72
G0400130420505,34.95,2.38,47.84
G0400130420506,49.75,13.74,24.89
G0400130816004,67.96,2.35,26.7
G0400130815402,71.98,3.44,16.77
G0400130815401,86.48,1.65,7.84
G0400130815502,70.04,6.31,11.28
G0400130815501,64.71,2.6,18.14
G0400130112521,7.13,24.33,59.18
G0400130422225,0.0,0.0,0.0
G0400130422223,58.93,6.22,18.56
G0400130112524,15.47,26.61,38.03
G0400190004337,83.4,0.93,13.57
G0400190004438,51.69,2.84,27.28
G0400190004440,69.3,0.69,22.0
G0400190004436,78.54,0.0,13.72
G0400190004439,73.36,8.81,9.5
G0400190004338,98.57,0.0,1.43
G0400190004129,69.94,5.97,20.52
G0400190004649,84.66,0.0,15.09
G0400030002001,57.06,0.91,36.93
G0400150951602,67.77,0.0,26.76
G0400270000907,22.23,7.63,64.53
G0400130092718,21.49,8.56,65.03
G0400130092720,40.12,3.07,45.07
G0400130092723,48.12,8.4,38.21
G0400130216861,86.87,0.0,4.14
G0400130422650,80.47,0.0,11.28
G0400130816901,67.13,3.7,19.9
G0400130817101,62.66,2.82,23.53
G0400130817102,64.44,11.82,16.91
G0400130816903,90.99,0.0,6.46
G0400130107403,22.05,10.48,52.64
G0400130107404,15.41,42.37,12.49
G0400130815201,53.6,3.99,33.47
G0400130109401,20.01,4.99,69.98
G0400130610302,83.25,2.36,10.17
G0400130610201,93.87,0.87,4.09
G0400130422652,96.95,0.5,1.37
G0400130522801,0.0,0.0,0.0
G0400130422656,91.03,2.01,4.97
G0400130422658,75.48,0.87,13.63
G0400050001104,58.31,0.87,11.04
G0400050001602,77.13,0.0,19.11
G0400050002302,86.04,0.0,3.88
G0400050000902,55.36,3.35,17.07
G0400050002202,82.21,0.0,16.13
G0400130092724,53.22,2.0,38.88
G0400130092802,10.7,6.05,71.67
G0400130093002,16.66,3.31,70.72
G0400130093106,26.22,5.54,67.04
G0400130060904,32.4,4.53,61.31
G0400130216831,85.81,0.36,6.62
G0400130216832,96.77,0.4,0.0
G0400130216834,63.22,13.31,18.64
G0400130216835,81.86,0.0,7.03
G0400130217204,74.96,3.09,14.43
G0400130615201,64.37,10.78,4.63
G0400130615202,79.47,0.0,4.19
G0400130614602,69.28,1.45,19.4
G0400130612301,50.1,0.84,7.45
G0400130817103,73.02,5.8,9.15
G0400130319903,67.35,4.77,15.51
G0400130319904,69.85,5.45,17.1
G0400130319905,72.0,0.78,20.38
G0400110960100,39.61,1.06,58.34
G0400110960300,61.34,0.07,34.01
G0400110960200,40.2,3.52,48.88
G0400130106600,77.47,2.31,15.46
G0400130108200,71.19,2.12,19.33
G0400130111000,76.57,3.53,12.15
G0400130113602,20.81,26.05,51.14
G0400130113900,13.25,19.24,61.4
G0400130114000,43.37,7.72,37.23
G0400050000302,15.37,0.0,63.98
G0400050000901,73.51,0.55,12.51
G0400050000601,92.37,0.0,2.34
G0400130217502,75.43,2.42,13.84
G0400130319103,35.9,4.04,14.6
G0400130319104,39.65,2.84,26.34
G0400130319201,32.81,12.16,38.2
G0400130116732,27.45,13.52,51.34
G0400130811900,64.62,8.46,14.49
G0400130812000,45.63,6.34,25.5
G0400130812200,59.09,2.07,17.96
G0400130813800,95.5,0.85,1.84
G0400130814200,65.21,3.58,13.87
G0400130040537,92.13,0.0,1.85
G0400130216855,93.69,0.0,4.2
G0400130040540,57.54,0.0,42.46
G0400130050620,60.52,1.22,33.87
G0400210001303,70.34,0.0,20.19
G0400210002300,55.38,0.0,37.48
G0400210941300,1.1,0.0,10.43
G0400210002400,30.02,0.0,69.35
G0400210000204,76.02,3.4,16.37
G0400130109300,11.24,1.99,86.77
G0400130109500,11.91,2.82,78.61
G0400130109601,14.19,4.58,77.28
G0400050001601,90.45,0.27,8.26
G0400050980100,53.33,26.67,20.0
G0400010945100,3.75,0.37,3.75
G0400010970300,48.31,5.22,40.88
G0400130814300,67.19,1.04,22.62
G0400130422643,69.03,3.47,19.83
G0400130816100,65.17,6.21,18.53
G0400130816200,57.28,4.8,26.61
G0400150952004,70.68,1.39,19.58
G0400150951601,66.88,1.54,21.54
G0400130050616,47.59,0.41,41.44
G0400130050618,54.96,1.13,39.74
G0400130061056,56.44,4.23,26.4
G0400130061054,75.88,3.52,12.51
G0400130061063,46.11,12.47,38.51
G0400130061059,66.93,3.54,22.96
G0400130061061,56.82,2.06,27.02
G0400130108602,35.78,4.06,36.13
G0400130108802,53.68,4.14,32.81
G0400130108901,53.47,2.44,27.37
G0400130111501,13.79,0.0,84.94
G0400130111502,23.32,3.63,67.89
G0400130111601,23.85,0.59,73.23
G0400130111602,13.06,2.31,81.03
G0400130111700,50.65,7.51,36.66
G0400130114401,12.37,3.57,84.06
G0400130114402,10.01,2.29,83.2
G0400250002007,74.83,0.32,17.43
G0400250000407,89.45,0.0,6.29
G0400270980006,56.76,11.13,23.57
G0400270000501,48.52,0.31,45.26
G0400270001004,22.18,1.78,71.86
G0400270001003,30.63,0.24,67.8
G0400270011114,71.53,0.64,26.91
G0400010970202,80.5,1.9,8.73
G0400010970201,59.89,4.67,22.19
G0400130217501,39.36,2.31,56.32
G0400130610901,59.67,7.16,12.64
G0400130050614,45.02,1.48,43.05
G0400130061057,54.04,5.53,17.6
G0400130061060,64.85,4.24,24.75
G0400130061058,35.2,12.46,36.13
G0400130061055,53.65,10.05,21.35
G0400130114500,6.15,1.05,86.65
G0400130114600,7.14,0.0,92.32
G0400130114800,8.64,7.61,78.27
G0400130114900,17.71,6.98,65.43
G0400130217300,80.25,0.31,11.03
G0400130217400,87.42,0.0,5.53
G0400130103502,75.22,1.14,16.58
G0400130103604,58.2,2.07,34.35
G0400250000208,69.68,0.0,29.76
G0400250001103,80.07,0.77,0.0
G0400250001502,82.26,0.41,14.74
G0400250000211,67.19,0.63,28.72
