GISJOIN,white_pct,black_pct,hispanic_pct
G3100550000600,21.03,67.55,9.94
G3100550000700,12.84,76.94,1.41
G3100550007462,86.18,2.32,7.08
G3100550007463,78.75,7.94,5.48
G3100550007464,86.38,4.86,3.09
G3101830973600,97.53,0.0,2.03
G3100550007442,85.68,4.43,4.55
G3100550007443,87.33,7.13,1.01
G3101090003721,88.97,0.36,2.15
G3101090003723,87.13,1.7,5.52
G3101090003724,95.49,0.42,1.84
G3101090003726,82.08,0.0,2.85
G3101090003725,95.24,0.0,2.13
G3000810000800,96.99,0.0,3.01
G3000890000202,92.56,0.34,3.88
G3000890000201,97.61,0.5,0.95
G3001110001902,88.26,0.0,0.98
G3001110001901,94.3,0.0,5.39
G3001110001703,92.77,0.0,2.43
G3000090000100,94.51,0.89,1.5
G3000090000500,93.31,0.0,3.31
G3000090000300,87.8,1.05,5.85
G3101530010619,83.36,3.96,5.86
G3101530010616,86.52,2.39,2.79
G3101530010617,83.36,4.81,5.58
G3101530010620,85.79,2.48,5.18
G3100330955000,88.49,0.35,6.11
G3101290960000,94.7,0.36,4.76
G3100550000800,8.04,57.89,21.27
G3100550001100,19.31,62.5,10.39
G3100550001200,18.69,59.07,9.87
G3100550001600,69.48,3.57,8.89
G3100550001800,70.89,12.19,9.77
G3100550001900,48.24,18.56,17.15
G3100550002000,25.08,0.0,70.49
G3100550006806,74.55,11.79,0.47
G3100550006903,85.41,5.56,5.29
G3101530010205,72.85,2.18,10.04
G3101530010206,77.2,8.88,6.88
G3101190960900,77.88,2.39,17.84
G3101190961000,72.77,0.58,20.35
G3100530964100,90.17,1.71,7.88
G3101170957900,98.81,0.0,1.19
G3100610964700,94.64,0.36,2.41
G3000090000200,94.74,0.0,1.85
G3000090000400,96.57,0.43,0.78
G3000630001200,89.38,0.43,1.61
G3000290000700,90.64,0.0,6.51
G3000130010600,95.2,0.0,1.5
G3000130002100,82.34,0.82,3.37
G3000130010400,93.29,0.28,2.05
G3101290960100,93.74,0.25,0.9
G3101630970100,95.75,0.17,2.29
G3100770970900,96.06,0.25,2.24
G3100590091600,97.17,0.0,2.01
G3100590091700,90.92,0.28,5.39
G3101050954500,86.19,0.14,9.28
G3101530010623,88.34,2.97,6.65
G3100070954000,91.01,0.0,6.67
G3100690952100,93.63,0.0,5.01
G3101450963100,89.15,0.0,10.66
G3101450963300,94.49,0.03,3.77
G3101450963200,90.28,1.49,3.86
G3100350962100,84.77,0.3,13.54
G3100550006904,90.85,1.45,4.47
G3100550006905,84.99,1.05,8.52
G3100550006906,81.01,6.74,9.87
G3100550007001,59.59,8.86,17.03
G3100550007002,62.41,3.57,31.25
G3100550007317,79.67,8.91,3.19
G3100550007314,84.23,5.49,8.15
G3101530010208,77.51,6.24,6.69
G3101530010702,93.34,0.48,2.77
G3101530010104,70.59,3.49,14.82
G3000130001600,78.04,0.58,3.19
G3000130000100,90.09,1.83,3.02
G3000130010100,89.85,2.62,0.08
G3000130001800,84.51,0.0,2.6
G3000130000200,95.6,0.0,0.74
G3000950966600,94.41,0.19,4.5
G3000030940500,45.78,0.0,1.99
G3100350962200,93.51,0.32,3.51
G3101530010209,83.11,3.72,4.2
G3101370967000,90.7,0.0,3.79
G3101370967200,96.19,0.3,2.1
G3101370967100,88.17,0.0,11.28
G3100150975800,94.74,0.21,3.03
G3101090002702,77.35,5.59,9.12
G3101090002800,88.72,3.5,2.48
G3101090003202,69.79,2.66,15.99
G3100550007470,69.66,8.19,12.19
G3100550007516,88.07,0.63,4.28
G3100550007315,87.91,3.81,0.67
G3100550007318,94.73,1.42,2.16
G3100550007316,83.19,5.31,2.84
G3101090001102,87.28,1.16,3.48
G3100190969204,93.04,0.7,3.97
G3200030005342,72.79,1.64,20.24
G3200030005343,62.83,4.67,19.25
G3200030005805,74.7,4.91,9.78
G3200030002823,46.85,7.93,25.64
G3200090950100,71.46,1.46,25.53
G3200030002826,54.62,1.02,36.82
G3200030002827,41.93,9.66,34.94
G3200030002825,28.36,1.51,53.76
G3200030002828,49.21,13.41,22.02
G3801010010301,75.19,9.51,7.07
G3800930967800,87.53,0.77,5.64
G3801010010400,79.08,4.31,5.26
G3800950951500,87.54,0.46,3.61
G3800170040800,86.26,5.81,5.07
G3800170010308,80.58,13.4,0.29
G3800170010109,81.4,3.96,2.03
G3800170040700,88.99,6.32,1.79
G3800470972500,96.84,0.0,1.03
G3800730969000,92.12,0.0,0.0
G3200310002104,82.53,0.89,10.97
G3200310001105,79.92,1.36,8.47
G3200310001103,87.48,0.0,6.67
G3200110000100,90.76,0.05,4.95
G3200330970200,67.93,8.85,18.53
G3200330970100,78.55,0.0,8.19
G3200330970300,79.99,0.79,15.39
G3205100000602,64.01,1.16,29.17
G3205100000601,70.44,4.21,20.86
G3200030000519,18.81,12.44,66.96
G3200030003610,26.61,13.99,51.54
G3200030000101,21.27,11.72,59.46
G3200030000600,35.58,11.61,43.28
G3500450000302,50.37,0.17,28.69
G3800530940100,4.32,0.09,13.13
G3800530962500,94.18,2.88,1.44
G3800770971400,89.34,0.21,2.62
G3801050953400,96.93,0.52,0.93
G3801050953500,81.29,0.74,3.55
G3801050953800,87.41,2.78,6.26
G3800570961800,90.15,0.0,4.17
G3800850940800,22.05,0.23,6.47
G3800850940900,5.75,0.04,3.86
G3800550961001,93.27,0.5,2.74
G3800550940100,32.66,0.57,3.01
G3800070963100,100.0,0.0,0.0
G3800310959600,95.02,0.56,0.53
G3800430966800,92.18,0.57,4.82
G3800490955900,97.08,0.13,1.08
G3200030002829,47.05,5.23,22.06
G3200030002824,58.42,4.39,21.3
G3200030002833,49.5,0.71,21.67
G3200030002834,37.39,6.17,15.92
G3200030002956,34.72,10.51,29.99
G3200030002830,50.78,4.62,23.14
G3200030002957,74.66,2.6,11.4
G3200030002958,49.35,15.58,20.21
G3200310002801,41.5,2.37,46.54
G3200310003503,82.23,1.67,11.89
G3200310000900,28.43,4.58,64.14
G3200310001005,57.53,2.84,18.19
G3200030005870,21.92,34.11,17.91
G3200030005873,68.96,0.52,6.28
G3200030005115,43.87,4.39,39.97
G3200030003411,55.33,16.83,12.67
G3200030005106,52.76,2.78,17.95
G3200310001201,74.97,0.33,13.18
G3200030003613,22.69,20.74,44.15
G3200030004703,5.98,24.37,59.95
G3200030001003,32.16,4.23,51.63
G3200030001004,35.77,2.59,42.27
G3200030004707,9.22,7.34,76.67
G3800150011200,90.51,0.21,3.75
G3800150011400,92.31,0.0,3.09
G3800150010300,85.59,4.23,0.79
G3200030002822,22.36,2.03,71.05
G3200030002944,38.13,4.88,17.48
G3200030002946,43.44,9.03,24.12
G3200030002948,40.31,9.26,44.31
G3200030002961,46.92,14.52,17.18
G3200030002836,31.36,13.86,31.13
G3200290970200,81.47,2.74,2.59
G3200030004709,9.54,15.68,68.73
G3200030002915,58.19,13.13,10.59
G3200310001101,83.12,1.15,9.82
G3200310001300,77.37,0.29,10.62
G3200310001400,63.68,0.9,19.92
G3200170950100,82.13,5.79,9.04
G3200170950200,83.48,1.35,13.41
G3200030005875,32.45,28.28,18.39
G3500280000100,70.76,0.0,18.62
G3200030003800,5.91,22.37,66.34
G3200030004000,7.04,1.38,87.94
G3200030001610,18.1,2.78,71.09
G3200030004714,9.66,10.77,75.42
G3200030004715,11.86,22.15,56.92
G3200030004716,14.24,14.12,64.73
G3200030004717,14.77,2.16,79.88
G3200030001200,34.47,9.98,47.9
G3800150011300,82.04,2.1,5.78
G3800150010700,90.86,0.28,3.19
G3800150010600,85.47,3.61,1.24
G3800150010100,80.68,1.79,8.45
G3200030002916,66.54,8.86,13.99
G3200030002919,33.06,8.49,31.06
G3200030002935,32.57,32.66,18.01
G3200030004926,16.73,12.39,47.12
G3200030006104,30.71,7.42,37.7
G3200030003314,57.98,7.17,15.39
G3500450000503,15.63,0.82,31.29
G3500450000610,66.66,0.35,21.81
G3500450000611,77.9,0.45,14.45
G3500450000705,45.22,1.49,31.36
G3500450000706,41.68,0.0,52.75
G3200030001300,34.03,2.54,45.51
G3200030004100,9.3,0.57,86.54
G3200030004200,14.47,4.04,78.91
G3200030004910,17.11,5.26,58.23
G3200030004911,19.88,10.21,63.06
G3200030004912,13.48,9.92,65.63
G3200030004907,26.39,5.63,51.25
G3200050002200,84.33,1.03,11.45
G3800150010200,84.49,4.44,1.74
G3800150010500,83.02,8.39,1.0
G3800150010800,81.2,1.85,2.83
G3800150010900,85.31,3.29,5.16
G3800150011101,84.25,1.29,0.07
G3800150011500,91.33,0.0,5.07
G3800150010400,89.64,2.3,3.27
G3800370965900,95.0,0.0,0.69
G3800350010600,73.7,7.64,9.63
G3800350011400,93.83,0.0,2.29
G3200030005347,67.94,3.43,10.54
G3200030005348,59.9,4.49,11.07
G3200030005855,40.7,16.2,9.98
G3500450942801,0.77,0.0,2.34
G3500450942802,1.42,0.19,4.17
G3500490010102,24.64,0.0,72.76
G3500550952702,17.77,1.72,72.69
G3500550952102,44.24,0.0,54.95
G3500550952101,46.77,0.0,52.42
G3500550940101,33.02,0.62,33.9
G3500390944100,8.03,1.23,71.64
G3500390000500,25.09,0.06,70.73
G3500390940700,21.79,1.01,75.1
G3500390000200,11.0,0.0,86.29
G3200050002000,72.29,0.46,21.79
G3200050001700,54.35,1.11,34.68
G3800350011100,96.69,0.67,0.04
G3800350010200,87.15,3.64,4.48
G3800350011800,98.64,0.43,0.29
G3800350012000,90.16,0.27,3.47
G3200030005856,34.07,10.95,13.4
G3200030007200,30.66,25.52,40.95
G3200030006001,34.56,39.13,15.58
G3200030002404,18.86,39.22,33.29
G3500390940800,17.14,0.21,60.03
G3500390000100,4.35,0.0,90.31
G3500390000402,5.71,0.0,92.53
G3500390000301,6.94,0.0,93.06
G3500390000401,9.72,0.0,88.27
G3500390000302,20.59,0.88,78.52
G3200050001800,80.94,1.62,13.72
G3200050001600,78.66,0.0,12.73
G3200050002500,79.74,1.42,12.4
G3200050002300,85.87,0.25,10.94
G3200070951404,95.9,0.0,2.91
G3200310003522,82.97,3.0,12.53
G3200230960414,95.63,2.45,1.22
G3800350010100,82.93,0.51,6.28
G3800350010400,69.41,2.19,6.68
G3800350010700,87.74,1.56,0.4
G3800350010801,80.88,7.67,2.53
G3800350010900,95.79,0.0,1.4
G3800350011000,79.08,12.9,4.57
G3800350011900,64.6,10.27,15.73
G3200030004914,31.32,1.03,59.54
G3200030005502,84.86,0.02,12.13
G3200030000513,38.73,6.33,53.18
G3200030001708,38.89,9.02,47.12
G3200030002603,40.94,15.53,24.05
G3500450000707,35.55,0.0,38.81
G3500450000504,40.69,0.0,5.65
G3200230960409,61.1,4.86,14.01
G3200230960407,59.54,0.6,24.49
G3200030005316,50.69,9.04,19.48
G3200030005317,61.48,4.35,19.74
G3200030005314,70.67,3.0,17.79
G3200030000201,14.27,33.71,34.5
G3800930967401,79.1,9.94,3.42
G3800930967402,94.91,1.79,3.12
G3800670950600,95.43,0.35,1.28
G3800570961600,86.08,2.22,4.0
G3200030005319,65.16,0.85,17.23
G3200030005320,67.64,1.97,21.78
G3200030005321,62.4,6.86,12.95
G3200030005322,76.95,1.82,14.29
G3200030001801,32.36,8.73,45.08
G3200030002706,25.07,16.38,41.6
G3200030005421,53.11,6.73,24.25
G3500450942803,1.89,0.35,0.21
G3500450000607,26.22,0.88,27.99
G3200030000203,30.78,26.3,33.46
G3200030000204,52.7,12.15,23.46
G3200030000302,9.15,52.33,34.27
G3200030000518,11.53,13.18,70.04
G3200030001005,64.99,5.87,19.34
G3200030001607,39.38,24.79,22.69
G3200030001608,34.85,8.46,47.8
G3200030001609,21.52,2.99,66.26
G3800570961700,96.44,0.0,0.54
G3800190950900,90.93,0.1,4.4
G3800050940100,16.32,0.08,0.91
G3800050940200,16.85,0.0,6.58
G3800530962302,90.17,1.28,0.0
G3800530962301,76.36,4.01,14.28
G3800250962200,82.35,1.65,3.81
G3800670950500,88.45,0.07,7.22
G3800670950100,90.85,0.88,5.41
G3200030001611,19.56,7.05,68.48
G3200030005337,73.6,3.87,14.17
G3200030001709,51.26,8.28,35.02
G3200030005341,78.08,1.84,17.45
G3200030002814,45.47,4.56,24.29
G3200030002947,71.47,3.29,13.62
G3200030002949,41.63,4.77,34.3
G3200030003001,34.24,11.05,43.13
G3500450000708,42.31,0.7,37.35
G3500450000900,45.71,0.0,49.84
G3500450943300,63.17,0.29,17.12
G3500450000612,45.89,0.0,36.2
G3500450000609,63.21,0.0,30.38
G3200030003615,23.49,22.49,43.78
G3200030003700,8.27,41.17,43.02
G3200030000700,38.08,29.07,25.46
G3200030004710,12.46,24.31,59.49
G3200030004712,27.21,39.65,31.46
G3200030004713,11.26,38.65,40.61
G3200030001006,56.16,9.49,20.17
G3200030001100,25.26,21.57,35.04
G3800670950200,86.68,0.45,2.38
G3800550960800,93.02,0.26,2.31
G3800970970400,86.27,0.0,9.52
G3800970970300,100.0,0.0,0.0
G3800910968700,95.87,0.5,2.64
G3800290966500,96.78,0.0,0.8
G3800610940400,23.55,0.74,10.17
G3800810974000,85.69,6.75,4.92
G3800890963501,93.53,0.0,1.28
G3200030003003,34.06,14.29,44.98
G3200030002835,52.37,8.62,19.01
G3200030002950,41.89,16.97,20.49
G3200030002952,32.44,11.63,20.59
G3200030002953,41.32,13.45,21.14
G3200030003004,53.46,5.53,23.37
G3200030002905,51.45,17.27,17.97
G3200030003005,39.39,1.85,40.49
G3200030003006,45.75,7.02,39.74
G3500550952601,52.22,0.04,33.77
G3500550940102,37.31,0.0,60.07
G3500550952701,44.37,0.59,54.33
G3500550952602,22.78,0.0,73.75
G3500450942900,1.01,0.17,2.04
G3500550952300,40.05,0.0,59.81
G3500550940000,5.73,0.0,83.04
G3200070951403,79.33,0.0,12.79
G3200030000301,9.79,39.62,45.07
G3200030005501,89.4,0.25,4.35
G3200030005902,23.01,0.47,37.7
G3200030002708,12.75,32.26,45.16
G3800890963502,82.38,9.94,3.39
G3800610940300,42.29,0.91,4.48
G3800610955200,87.07,2.06,8.34
G3800170000801,91.14,1.52,3.02
G3800170000901,96.59,1.87,0.04
G3800170040600,95.61,0.0,2.69
G3800170040300,96.04,0.64,2.46
G3800170000802,76.17,3.1,1.38
G3200030003102,35.2,10.2,48.07
G3200030003204,73.95,8.65,11.86
G3200030002954,25.86,4.1,57.48
G3200030005843,54.65,3.35,21.36
G3200030003620,42.33,12.57,18.0
G3200030003632,48.27,7.59,25.65
G3200030003626,25.68,16.91,37.73
G3500450000615,53.49,0.0,14.08
G3500450000207,51.55,0.0,16.58
G3200030003410,58.93,5.48,20.99
G3200030002940,23.93,10.59,29.92
G3200030003223,68.12,2.38,2.91
G3200030005007,46.71,9.69,19.46
G3200030006204,21.87,10.88,59.94
G3200030005613,84.6,0.0,11.14
G3200030005818,31.32,31.96,28.18
G3200030003422,34.79,17.43,38.39
G3800170000300,84.41,3.83,2.09
G3800170040100,97.83,0.0,0.77
G3800170000700,70.88,12.25,5.07
G3800170000400,91.89,0.34,2.99
G3800170010201,88.24,3.45,2.36
G3800170010303,80.95,5.86,4.99
G3800170040200,97.1,0.22,0.71
G3200030005437,68.36,11.43,9.97
G3200030003317,50.28,8.49,27.8
G3200030000526,5.78,3.73,88.33
G3200030005355,71.2,5.51,11.3
G3200030002303,60.1,6.3,7.43
G3500450000506,33.24,0.34,4.92
G3500450000100,30.55,0.57,32.25
G3500450943000,1.0,0.0,3.35
G3500450000613,69.64,0.1,24.43
G3200030002831,37.12,12.42,17.87
G3200030000517,8.3,8.46,79.27
G3200030005803,65.66,6.82,11.14
G3200030003226,72.4,2.83,8.21
G3200030005005,51.82,12.65,22.37
G3200030000510,5.61,4.92,85.17
G3200030000103,28.33,4.86,54.6
G3200030005335,74.31,2.13,16.4
G3800170000100,96.77,1.17,1.17
G3800050956700,93.72,0.61,3.84
G3800830960200,97.98,0.0,0.0
G3800450972200,96.09,0.46,1.3
G3800450972100,94.36,0.0,3.9
G3801030959800,95.37,0.0,4.02
G3800110965300,98.71,0.0,0.68
G3200030005715,64.38,3.07,13.83
G3200030005846,73.34,3.21,8.06
G3200030005828,52.15,2.4,26.52
G3500450000401,50.49,4.3,15.06
G3500450000301,47.44,2.52,24.1
G3500450000202,61.15,0.82,19.75
G3500450000204,33.57,0.54,35.3
G3200030005422,57.16,4.26,33.25
G3200030005423,55.44,16.16,25.92
G3200030005432,77.62,1.4,15.36
G3200030000514,12.72,6.07,68.63
G3200030000515,13.74,12.26,68.08
G3200030000105,18.95,2.73,73.37
G3200030000516,11.6,15.21,65.6
G3200030001717,64.19,2.14,22.49
G3800350010804,79.45,2.92,1.25
G3800190951100,96.74,0.0,0.33
G3800530962400,82.88,0.06,8.81
G3800030968300,85.51,4.46,0.81
G3800030968000,93.32,0.5,0.04
G3800030968200,87.38,2.54,7.23
G3800030967900,98.12,0.0,0.57
G3800890963600,83.14,4.42,10.01
G3800890963700,84.97,2.22,6.94
G3200030005839,56.99,11.99,13.9
G3200030006800,15.67,12.93,53.92
G3200030007500,72.88,2.69,14.56
G3200030007600,69.96,0.23,27.01
G3200030005804,72.86,6.85,2.5
G3200130010600,69.05,0.0,15.99
G3200190960103,56.58,0.19,42.51
G3200190960303,72.75,0.0,23.14
G3200190960301,65.29,0.0,30.97
G3500450000402,25.57,0.46,29.44
G3500450000507,65.29,0.0,4.51
G3500450000614,51.56,0.0,36.78
G3200030001718,15.83,5.51,68.88
G3200030005433,77.64,0.18,15.44
G3200030002201,32.35,16.1,39.11
G3200030002203,11.79,12.08,66.2
G3200030002403,30.25,8.89,49.06
G3200030002405,26.05,9.9,48.64
G3200030002406,30.74,12.81,20.15
G3200030002501,29.14,15.62,32.87
G3200030002504,38.13,10.34,37.47
G3800410964800,88.42,0.78,1.78
G3800410964700,93.28,0.0,4.26
G3800890963800,83.54,0.07,10.25
G3800650961200,91.23,0.0,3.72
G3800590020200,87.71,3.02,4.05
G3800590020500,94.7,0.0,2.59
G3800590020100,85.59,1.34,6.61
G3800590020400,96.43,0.0,2.55
G3200030002936,49.6,7.11,26.14
G3200030002962,47.51,15.0,17.22
G3200030001804,26.92,7.11,54.94
G3200210970700,79.54,1.84,15.22
G3200210970800,32.38,4.53,12.15
G3200310001901,27.3,5.06,54.26
G3200310003501,71.51,0.51,10.94
G3200310001104,85.6,0.47,7.24
G3500450000206,48.38,3.07,17.16
G3500450943201,13.95,0.12,11.0
G3500450943100,1.3,0.0,1.07
G3500450000201,65.2,1.22,24.89
G3500450000702,56.41,0.0,36.7
G3500390941000,4.71,1.0,22.51
G3500490940900,7.46,1.56,87.38
G3500070950700,49.07,1.56,45.72
G3500070950500,46.85,0.0,49.76
G3500070950600,42.44,0.0,54.99
G3200030002505,16.59,18.36,49.2
G3200030005318,73.68,7.64,5.09
G3200030005333,65.74,2.17,9.96
G3200030002506,16.57,10.47,57.31
G3200030005336,62.09,10.59,19.52
G3200030002204,5.47,11.38,72.97
G3200030001803,24.0,5.8,62.89
G3200030005338,85.27,0.0,8.01
G3801010010500,93.96,2.31,1.28
G3801010010100,78.16,3.05,14.3
G3801010011000,93.46,0.0,2.57
G3801010011200,95.21,0.0,0.98
G3801010010302,88.84,3.2,4.89
G3801010010800,83.71,2.83,9.59
G3801010010200,82.42,0.42,10.36
G3200310002603,88.14,0.0,9.09
G3200310002103,78.29,2.98,7.65
G3200310003310,81.09,1.82,14.59
G3200310003206,91.24,0.0,8.76
G3200030005440,34.88,7.35,41.77
G3200030005362,71.03,0.0,21.61
G3205100000400,67.55,1.12,21.21
G3200010950301,67.1,4.39,15.45
G3200010950700,82.01,0.0,13.49
G3200070951401,66.5,0.75,29.24
G3200130010702,76.32,0.06,21.01
G3200030006103,42.63,15.85,30.99
G3200030006201,20.37,7.71,65.91
G3200030006202,29.42,7.27,57.59
G3200030006203,31.26,1.52,60.84
G3200030002979,52.1,9.31,10.09
G3200030003429,22.01,9.72,61.15
G3200270960100,64.39,3.16,24.55
G3200190960206,82.82,0.0,12.24
G3200190960106,81.07,3.35,10.95
G3200030003218,63.32,4.86,12.8
G3200030003419,31.33,11.83,44.71
G3200030003420,30.04,14.05,50.87
G3200030003421,33.26,14.15,44.23
G3200030003227,55.58,8.62,11.57
G3200030003408,45.08,14.73,22.33
G3200030003409,37.64,7.34,49.47
G3200030005860,44.23,9.28,16.84
G3200030005112,50.95,22.08,20.14
G3200030003661,33.71,7.15,45.21
G3200030005720,63.93,0.0,12.02
G3200030007802,54.26,17.57,17.39
G3200030001614,39.06,22.22,32.48
G3200030005903,79.39,0.28,17.53
G3200030005016,37.02,8.06,36.96
G3200190960205,93.83,0.0,0.58
G3200190960204,89.08,0.0,2.82
G3200190960801,82.26,0.0,13.65
G3200190960802,75.86,0.22,18.98
G3200190960901,80.91,0.16,11.44
G3200190960203,93.64,0.0,4.59
G3200190960105,68.93,0.0,26.14
G3200030003307,51.45,9.76,19.67
G3200030003634,37.22,12.57,40.32
G3200030003412,39.87,9.2,46.53
G3200030002811,52.07,8.13,21.88
G3200310003108,63.94,1.26,23.66
G3200310003507,69.7,0.39,25.19
G3200310002500,81.33,1.64,10.39
G3200030003414,52.83,4.69,35.79
G3200030003415,24.09,18.77,47.73
G3200030003500,6.68,40.38,45.52
G3200030003213,85.26,3.94,4.36
G3200230960405,83.61,0.81,9.8
G3200230960100,69.81,0.67,15.67
G3200030002604,30.21,7.62,46.39
G3200030002975,34.76,16.69,16.4
G3200030005351,64.86,3.67,13.4
G3200150000302,72.84,0.03,20.06
G3200150000301,65.08,0.18,31.2
G3200030004916,20.81,7.05,64.71
G3200030000521,18.12,14.37,58.75
G3200030000523,14.88,29.49,50.09
G3200030000403,31.99,11.45,43.52
G3200030003635,31.53,23.08,32.23
G3200030003644,20.68,33.94,31.25
G3200030003642,9.46,34.86,34.61
G3200310000105,61.74,15.11,11.57
G3200310000106,53.79,27.57,8.94
G3200310000702,54.86,2.63,35.11
G3200310003001,46.2,1.09,50.88
G3200310001904,55.61,5.8,32.19
G3200310003517,65.18,0.86,11.95
G3200030000402,12.7,22.15,56.96
G3200030002968,23.76,20.09,19.67
G3200030002969,43.46,15.08,20.95
G3200030005837,55.34,4.52,21.39
G3200030005830,30.47,18.94,11.32
G3200030005831,41.74,9.94,22.41
G3200030002838,52.55,1.24,21.08
G3200030005361,72.44,5.85,10.56
G3200030003267,75.69,4.87,15.59
G3200030005110,31.34,22.44,24.76
G3200030005858,46.45,6.59,22.06
G3200030005866,49.43,3.99,11.52
G3200030002901,24.36,22.24,18.41
G3200030005865,21.14,9.35,13.73
G3200030001401,26.32,2.74,54.19
G3200030001502,40.76,5.12,49.42
G3200030000525,13.19,11.97,74.2
G3200030000524,12.02,10.94,75.65
G3200030003253,39.04,17.64,28.19
G3200030003261,57.75,4.73,22.52
G3200030003104,19.64,21.1,51.43
G3200030003228,48.64,15.36,15.93
G3200030004602,5.52,15.84,72.87
G3200030004601,9.77,28.58,53.3
G3200030005014,21.1,18.49,43.89
G3200030005354,58.74,8.68,20.44
G3200030005360,68.84,7.35,15.56
G3200030002841,55.13,6.14,14.72
G3200030005845,60.51,4.44,16.95
G3200030005849,35.12,27.83,22.14
G3200030005826,47.86,9.06,25.67
G3205100000701,60.32,9.29,21.07
G3200310001503,36.23,9.43,29.07
G3200310002802,31.67,0.03,62.46
G3200310002901,59.36,1.43,30.9
G3200030005365,70.83,1.89,15.22
G3200030005869,49.12,13.65,23.98
G3200030003322,68.45,8.14,13.44
G3200030003651,39.6,29.11,17.02
G3200030005863,43.75,8.73,13.14
G3200030005868,46.42,1.99,15.94
G3200030005871,38.98,11.25,21.79
G3200030003645,46.23,13.7,29.35
G3200030003249,69.11,2.81,13.43
G3200030003251,65.94,3.86,13.45
G3200030003103,27.86,10.24,50.71
G3200030003637,29.8,30.85,29.76
G3200030003643,16.94,39.83,33.08
G3200030003627,19.7,28.14,38.98
G3200030003313,55.15,17.5,14.77
G3200030003316,68.83,6.33,16.4
G3200030005356,51.73,3.98,22.09
G3200030003247,49.04,18.82,13.9
G3200030005905,75.7,1.04,16.43
G3200310990000,0.0,0.0,0.0
G3200030002847,42.25,11.65,32.23
G3200030002837,64.28,0.64,14.37
G3200030002967,24.85,29.46,29.31
G3200030005807,56.98,9.29,15.82
G3200030005808,64.94,6.68,18.54
G3200030005612,86.02,0.0,12.02
G3200310003112,67.93,1.86,19.2
G3200310001204,71.43,2.29,18.22
G3200310000301,90.81,0.51,5.68
G3200310000302,68.29,0.0,20.94
G3200230960408,90.6,1.25,4.9
G3200230960416,82.21,0.83,12.05
G3200230960411,67.69,0.46,28.62
G3200030003236,81.86,2.17,12.59
G3200030003243,48.42,11.72,24.26
G3200030003237,52.54,12.22,20.78
G3200030001712,53.28,10.98,24.22
G3200030001713,44.44,2.74,40.8
G3200030001901,20.68,22.98,39.74
G3200030005434,66.55,1.23,21.8
G3200030005439,43.06,5.86,42.38
G3200030005435,69.56,2.86,15.72
G3200030000528,11.54,6.42,76.05
G3200030003430,15.19,32.97,39.95
G3200030005813,37.49,13.44,20.33
G3205100990000,0.0,0.0,0.0
G3200050990000,0.0,0.0,0.0
G3200230960412,79.19,0.33,12.46
G3200190960108,66.19,6.15,11.31
G3200190960304,83.03,0.21,11.51
G3200190960305,66.97,0.0,23.78
G3200190960902,59.84,1.29,20.02
G3200190960104,57.28,0.0,30.16
G3200030005718,64.92,3.31,9.85
G3200030003663,41.47,10.6,38.41
G3200030003660,28.33,25.59,26.03
G3200030003653,36.48,16.39,36.48
G3200030003658,21.63,50.37,2.07
G3200030003266,54.09,11.12,18.52
G3200030003647,22.64,24.98,38.51
G3200030003659,9.08,25.1,52.18
G3200310001014,79.18,0.0,12.03
G3200310980200,0.0,0.0,0.0
G3200310002704,43.9,0.0,52.76
G3200030006700,68.19,2.23,9.26
G3200030001714,29.47,7.81,55.75
G3200030004401,3.4,3.37,91.4
G3200030000401,33.15,30.63,14.49
G3200030000527,7.42,9.1,79.97
G3200030002995,14.4,14.86,47.04
G3200030002302,68.04,6.26,11.04
G3200310003207,87.69,1.3,5.47
G3200310002216,69.12,0.0,23.01
G3200310002215,65.97,1.02,27.56
G3200310001704,45.19,3.62,37.81
G3200310003205,76.85,0.0,15.99
G3200190960107,81.81,0.0,14.43
G3200230980500,0.0,0.0,0.0
G3200310001701,45.61,4.42,23.47
G3200310001903,44.5,3.21,44.53
G3200030005829,44.64,12.28,22.79
G3200030002981,30.09,24.86,25.7
G3200310002208,55.76,0.0,5.44
G3200310001010,77.42,0.68,10.88
G3200310000201,32.12,1.17,60.56
G3200030005442,66.24,3.6,23.12
G3200030003264,65.66,2.24,18.11
G3200030003265,46.37,6.95,18.5
G3200030003662,49.05,13.64,20.81
G3200030005864,35.91,15.49,12.49
G3200310002621,64.43,0.0,34.03
G3200310000701,69.04,0.95,24.04
G3200310000104,56.88,1.68,29.88
G3200310001017,70.37,2.8,13.36
G3200030002985,43.45,18.45,13.48
G3200030002845,38.54,9.2,29.24
G3200030001715,18.56,9.01,69.35
G3200030001716,28.83,7.65,59.55
G3200030003242,83.98,3.0,7.13
G3200030003240,67.82,4.49,17.22
G3200030003248,48.59,19.31,19.88
G3200030003246,46.54,5.45,31.94
G3200310002217,63.94,0.9,6.24
G3200310003311,87.37,0.85,11.78
G3200310002219,66.21,0.95,18.04
G3200310003521,64.84,0.94,24.12
G3200310003510,66.46,1.98,16.26
G3200310003305,86.6,0.28,10.03
G3200030005353,57.3,11.1,13.67
G3200030005615,70.32,0.48,16.95
G3200030001501,22.48,13.07,56.01
G3200030002848,52.62,9.27,21.49
G3200030001402,13.35,0.78,82.46
G3200230960413,69.88,0.0,28.46
G3200230960410,72.5,0.47,16.66
G3200230960415,86.91,3.94,0.88
G3200030005313,69.58,3.89,15.0
G3200030005011,19.3,7.73,62.09
G3200310002612,67.34,0.33,25.06
